label	observed	mean_expected	enrichment	p_value
BP: positive regulation of neurotransmitter transport (GO:0051590)	1	0.15925	6.279434850863423	0.15125848741512585
BP: regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043376)	1	0.16102	6.210408644888834	0.15149848501514984
BP: positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity (GO:2000373)	1	0.1607	6.222775357809582	0.15159848401515985
BP: regulation of DNA topoisomerase (ATP-hydrolyzing) activity (GO:2000371)	1	0.1607	6.222775357809582	0.15159848401515985
BP: glycosphingolipid biosynthetic process (GO:0006688)	2	0.63378	3.155669159645303	0.15169848301516986
BP: positive regulation of MHC class I biosynthetic process (GO:0045345)	1	0.16084	6.217358865953742	0.15185848141518585
BP: positive regulation of killing of cells of other organism (GO:0051712)	1	0.16168	6.185056902523503	0.15188848111518885
BP: peptide catabolic process (GO:0043171)	2	0.71759	2.787106843740855	0.15227847721522786
BP: mitochondrial fission (GO:0000266)	2	0.67809	2.9494609860048078	0.15309846901530985
BP: hexose transmembrane transport (GO:0008645)	2	0.69787	2.8658632696634045	0.15422845771542285
BP: regulation of potassium ion transmembrane transport (GO:1901379)	4	2.02407	1.976216237580716	0.15564844351556484
BP: glycolipid biosynthetic process (GO:0009247)	3	1.36862	2.1919890108284257	0.15638843611563885
BP: negative regulation of cellular amide metabolic process (GO:0034249)	5	2.77514	1.8017109046750794	0.15761842381576185
BP: ERK1 and ERK2 cascade (GO:0070371)	2	0.71637	2.79185337186091	0.15891841081589184
BP: regulation of trans-synaptic signaling (GO:0099177)	3	1.3879	2.161539015779235	0.15992840071599285
BP: mitotic chromosome condensation (GO:0007076)	2	0.71983	2.7784337968687054	0.16021839781602185
BP: spliceosomal complex assembly (GO:0000245)	3	1.39018	2.157993928843747	0.16035839641603583
BP: spindle assembly (GO:0051225)	4	2.09764	1.9069049026525047	0.16087839121608785
BP: regulation of regulatory T cell differentiation (GO:0045589)	2	0.70004	2.856979601165648	0.16190838091619084
BP: negative regulation of tumor necrosis factor production (GO:0032720)	3	1.38365	2.1681783688071405	0.16306836931630683
BP: synaptic vesicle endocytosis (GO:0048488)	3	1.38806	2.161289857787127	0.16317836821631784
BP: regulation of telomere capping (GO:1904353)	2	0.73549	2.7192755849841603	0.16458835411645883
BP: extracellular exosome biogenesis (GO:0097734)	1	0.17752	5.633168093735916	0.16488835111648883
BP: dehydroascorbic acid transport (GO:0070837)	1	0.17795	5.61955605507165	0.16554834451655484
BP: positive regulation of mast cell activation involved in immune response (GO:0033008)	1	0.17813	5.6138775051928365	0.16614833851661484
BP: positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265)	1	0.215	4.651162790697675	0.16625833741662582
BP: postsynapse organization (GO:0099173)	1	0.17943	5.573204034999721	0.16640833591664084
BP: T-helper 17 cell differentiation (GO:0072539)	1	0.19875	5.031446540880503	0.16644833551664484
BP: regulation of chromosome separation (GO:1905818)	1	0.1786	5.599104143337065	0.16672833271667284
BP: glycosylceramide metabolic process (GO:0006677)	1	0.17826	5.609783462358353	0.16682833171668282
BP: cellular response to monoamine stimulus (GO:0071868)	1	0.17916	5.5816030363920515	0.16689833101668983
BP: regulation of system process (GO:0044057)	1	0.178	5.617977528089888	0.16707832921670784
BP: negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903377)	1	0.17832	5.6078959174517715	0.16723832761672383
BP: diadenosine polyphosphate catabolic process (GO:0015961)	1	0.17651	5.665401393688743	0.16727832721672783
BP: adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)	1	0.17846	5.603496581867085	0.16730832691673084
BP: snoRNA localization (GO:0048254)	1	0.18004	5.554321261941791	0.16732832671673284
BP: positive regulation of fibroblast growth factor receptor signaling pathway (GO:0045743)	1	0.17944	5.572893446277307	0.16732832671673284
BP: cadmium ion transport (GO:0015691)	1	0.17951	5.5707202941340315	0.16737832621673784
BP: cadmium ion transmembrane transport (GO:0070574)	1	0.17951	5.5707202941340315	0.16737832621673784
BP: regulation of inward rectifier potassium channel activity (GO:1901979)	1	0.17908	5.584096493187403	0.16738832611673884
BP: negative regulation of T cell mediated immunity (GO:0002710)	1	0.20044	4.98902414687687	0.16741832581674182
BP: regulation of Fc-gamma receptor signaling pathway involved in phagocytosis (GO:1905449)	1	0.17919	5.580668564093979	0.16743832561674382
BP: antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	4	2.08247	1.9207959778532226	0.16769832301676985
BP: neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)	1	0.17886	5.5909650005590965	0.16783832161678383
BP: negative regulation of leukocyte mediated cytotoxicity (GO:0001911)	1	0.22062	4.532680627322999	0.16790832091679084
BP: rRNA transport (GO:0051029)	1	0.18041	5.542929992794192	0.16800831991680082
BP: negative regulation of amyloid precursor protein biosynthetic process (GO:0042985)	1	0.17913	5.582537821693742	0.16803831961680382
BP: embryonic viscerocranium morphogenesis (GO:0048703)	1	0.18004	5.554321261941791	0.16811831881681183
BP: short-term memory (GO:0007614)	1	0.18059	5.537405171936431	0.16839831601683983
BP: protein K29-linked ubiquitination (GO:0035519)	1	0.17911	5.583161185863436	0.16849831501684984
BP: regulation of translational termination (GO:0006449)	1	0.18051	5.539859287574095	0.16854831451685484
BP: prostaglandin transport (GO:0015732)	1	0.18044	5.5420084238528045	0.16865831341686582
BP: enteroendocrine cell differentiation (GO:0035883)	1	0.17985	5.5601890464275785	0.16883831161688384
BP: positive regulation of mitophagy in response to mitochondrial depolarization (GO:0098779)	1	0.17977	5.56266340323747	0.16896831031689682
BP: cellular water homeostasis (GO:0009992)	1	0.18133	5.514807257486351	0.16931830681693183
BP: ganglioside catabolic process (GO:0006689)	1	0.18208	5.492091388400703	0.16978830211697882
BP: negative regulation of protein tyrosine kinase activity (GO:0061099)	2	0.70039	2.855551906794786	0.17043829561704382
BP: potassium ion import across plasma membrane (GO:1990573)	3	1.37384	2.1836603971350375	0.17142828571714283
BP: import into cell (GO:0098657)	3	1.41967	2.1131671444772375	0.17240827591724084
BP: protein catabolic process (GO:0030163)	4	2.09735	1.9071685698619687	0.17396826031739682
BP: negative regulation of intracellular protein transport (GO:0090317)	2	0.77326	2.586452163567235	0.17834821651783483
BP: defense response to Gram-positive bacterium (GO:0050830)	3	1.475	2.0338983050847457	0.1807881921180788
BP: purine-containing compound biosynthetic process (GO:0072522)	2	0.76242	2.6232260433881587	0.1819281807181928
BP: gastro-intestinal system smooth muscle contraction (GO:0014831)	1	0.19559	5.112735824939925	0.1820081799182008
BP: middle ear morphogenesis (GO:0042474)	1	0.19774	5.057145746940427	0.1822481775182248
BP: positive regulation of nuclear cell cycle DNA replication (GO:0010571)	1	0.19757	5.061497190869059	0.18235817641823582
BP: negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	3	1.46275	2.050931464706888	0.18247817521824783
BP: negative regulation of glial cell proliferation (GO:0060253)	1	0.19751	5.06303478304896	0.18271817281827182
BP: regulation of cardiac muscle cell membrane repolarization (GO:0099623)	2	0.77879	2.568086390426174	0.18325816741832582
BP: cytochrome complex assembly (GO:0017004)	1	0.19849	5.038037180714394	0.18327816721832782
BP: mitochondrial respirasome assembly (GO:0097250)	1	0.19842	5.039814534825118	0.18329816701832982
BP: negative regulation of ERAD pathway (GO:1904293)	1	0.19911	5.022349455075084	0.18356816431835682
BP: regulation of protein targeting (GO:1903533)	1	0.19708	5.0740815912319865	0.18363816361836383
