label	observed	mean_expected	enrichment	p_value
GWAS: Mean corpuscular hemoglobin	12	7.81352	1.5357994860191053	0.13202867971320287
GWAS: Hepatitis B surface antigen seroclearance in chronic hepatitis B infection	1	0.25824	3.8723667905824035	0.13274867251327488
GWAS: Body mass index  (smoking years interaction)	1	0.13943	7.1720576633436135	0.13292867071329287
GWAS: IgG fucosylation phenotypes (multivariate analysis)	1	0.21989	4.547728409659375	0.13298867011329887
GWAS: Possible neuropathic pain in post total joint replacement surgery for osteoarthritis	1	0.14001	7.142346975216056	0.13326866731332687
GWAS: Plasma plasminogen activator levels	1	0.17985	5.5601890464275785	0.13369866301336986
GWAS: Sum eosinophil basophil counts	7	4.19677	1.6679493991807985	0.13748862511374887
GWAS: Atopic march	2	0.47216	4.235852253473398	0.14145858541414585
GWAS: Memory dysfunction in frontotemporal lobe dementia	1	0.15718	6.36213258684311	0.14845851541484587
GWAS: Elevated serum carcinoembryonic antigen levels	1	0.41653	2.400787458286318	0.14914850851491485
GWAS: Clinical laboratory measurements	1	0.1584	6.313131313131312	0.15000849991500084
GWAS: Cobalt levels	2	0.69397	2.8819689611942882	0.15363846361536385
GWAS: Tonsillectomy	4	1.9452	2.056343820686819	0.15458845411545885
GWAS: Liver enzyme levels	2	0.49603	4.032014192689958	0.15811841881581185
GWAS: Resting-state electroencephalogram vigilance	3	1.41716	2.1169098760902085	0.16452835471645283
GWAS: Hippocampal subfield CA4 volume	1	0.37441	2.6708688336315802	0.16618833811661884
GWAS: Dentate gyrus granule cell layer volume	1	0.37441	2.6708688336315802	0.16618833811661884
GWAS: Alcohol consumption in current drinkers	1	0.21773	4.592844348505029	0.16675833241667584
GWAS: Cardiac structure and function	1	0.19719	5.071251077640854	0.16704832951670484
GWAS: Response to platinum-based chemotherapy (cisplatin)	1	0.17706	5.647803004631198	0.16715832841671582
GWAS: Cisplatin-induced ototoxicity	1	0.1785	5.602240896358544	0.16715832841671582
GWAS: Blood sugar levels	2	0.70966	2.8182509934334754	0.16728832711672884
GWAS: IgG galactosylation phenotypes (multivariate analysis)	1	0.25986	3.848225967828831	0.16757832421675783
GWAS: IgG monogalactosylation phenotypes (multivariate analysis)	1	0.25986	3.848225967828831	0.16757832421675783
GWAS: Temporomandibular joint disorder	1	0.17996	5.556790397866192	0.16765832341676584
GWAS: Itch intensity from mosquito bite	4	1.92104	2.0822054720359806	0.16774832251677482
GWAS: Gut microbiota (functional units)	4	1.9808	2.0193861066235868	0.16957830421695783
GWAS: Red blood cell traits	4	1.90292	2.102032665587623	0.17030829691703084
GWAS: Obesity	4	2.13577	1.8728608417573054	0.17107828921710783
GWAS: Obsessive-compulsive disorder	2	0.7285	2.7453671928620453	0.17144828551714483
GWAS: Hippocampal volume	3	1.76419	1.7004971119890715	0.17792822071779282
GWAS: Gastroesophageal reflux disease	1	0.19662	5.085952598921779	0.1825581744182558
GWAS: Suicide in bipolar disorder	1	0.23765	4.207868714496108	0.18324816751832482
GWAS: Anxiety in major depressive disorder	1	0.19778	5.056122964910506	0.18334816651833483
GWAS: Blood metabolite ratios	3	1.47997	2.0270681162455997	0.1843881561184388
GWAS: Multiple sclerosis (OCB status)	1	0.23812	4.1995632454224765	0.18449815501844982
GWAS: Anthropometric traits	1	0.19858	5.0357538523516965	0.18451815481845182
GWAS: Major depressive disorder (broad)	1	0.27747	3.603993224492738	0.18531814681853181
GWAS: Obesity in adult survivors of childhood cancer exposed to cranial radiation	1	0.20044	4.98902414687687	0.1854981450185498
GWAS: Cytomegalovirus antibody response	1	0.20125	4.968944099378882	0.18596814031859682
GWAS: Epithelial ovarian cancer	2	0.7609	2.6284662899198317	0.1888581114188858
GWAS: Attention deficit hyperactivity disorder	5	3.03091	1.6496695711848917	0.1914780852191478
GWAS: Serum uric acid levels in response to allopurinol in gout	2	0.68065	2.9383677367222507	0.1927380726192738
GWAS: Red blood cell count	9	6.12463	1.4694765234797857	0.1962080379196208
GWAS: Venous thromboembolism	2	0.80103	2.4967853888119045	0.1977980220197798
GWAS: Food antigen IgG levels	1	0.29606	3.377693710734311	0.1983580164198358
GWAS: Hemoglobin concentration	5	3.0312	1.649511744523621	0.1988680113198868
GWAS: Subiculum volume	1	0.41371	2.4171521113823693	0.1998380016199838
GWAS: Kidney function decline traits	1	0.33798	2.958754955914551	0.2003279967200328
GWAS: Smoking initiation	1	0.23531	4.249713144362755	0.2003379966200338
GWAS: Hip shape (DXA scan)	1	0.21744	4.598969830757911	0.2003879961200388
GWAS: Scalp hair shape	1	0.54011	1.85147469959823	0.2003979960200398
GWAS: IgG N-glycosylation phenotypes (multivariate analysis)	1	0.29938	3.340236488743403	0.2004679953200468
GWAS: Bipolar disorder and eating disorder	1	0.21744	4.598969830757911	0.2007279927200728
GWAS: Bipolar disorder lithium response (continuous) or schizophrenia	1	0.21896	4.5670442089879435	0.2007979920200798
GWAS: IgG digalactosylation phenotypes (multivariate analysis)	1	0.29991	3.3343336334233604	0.2009779902200978
GWAS: IgG sialylation phenotypes (multivariate analysis)	1	0.29991	3.3343336334233604	0.2009779902200978
GWAS: BMI in smokers	2	0.83133	2.405783503542516	0.2011079889201108
GWAS: Drug-induced Stevens-Johnson syndrome or toxic epidermal necrolysis (SJS/TEN)	1	0.2613	3.8270187523918873	0.2018879811201888
GWAS: Economic and political preferences	1	0.22091	4.526730342673487	0.2019279807201928
GWAS: Migraine without aura	2	0.74935	2.668979782478148	0.20530794692053078
GWAS: Cancer	2	0.83742	2.388287836450049	0.20828791712082878
GWAS: Neutrophil percentage of granulocytes	5	3.13294	1.5959450228858516	0.2095579044209558
GWAS: Feeling tense	2	0.8522	2.346866932644919	0.21011789882101178
GWAS: Influenza A (H1N1) infection	2	0.86151	2.321505264013186	0.21124788752112478
GWAS: Suffering from nerves	1	0.2554	3.9154267815191854	0.21455785442145578
GWAS: Breast milk fatty acid composition (infant genotype effect)	1	0.2355	4.246284501061571	0.2152878471215288
GWAS: Tumor biomarkers	1	0.27874	3.587572648346129	0.21600783992160077
GWAS: middle facial morphology traits (quantitative measurement)	1	0.23794	4.202740186601664	0.2164578354216458
GWAS: Response to antidepressants (symptom remission)	1	0.3591	2.7847396268448903	0.21691783082169178
GWAS: Iron status biomarkers (ferritin levels)	1	0.29758	3.3604408898447473	0.21701782982170179
GWAS: Dimensional psychopathology (Social)	1	0.45332	2.205947233742169	0.2170378296217038
GWAS: Right lateral prefrontal cortical growth	1	0.29716	3.3651904697805897	0.21718782812171877
GWAS: Cervical artery dissection	1	0.23679	4.223151315511635	0.21723782762172378
GWAS: Periodontitis	1	0.2607	3.8358266206367473	0.2177278227217728
GWAS: Malaria	1	0.24026	4.162157662532256	0.21775782242177577
GWAS: Survival in sporadic amyotrophic lateral sclerosis	1	0.23879	4.187780057791365	0.2182878171218288
GWAS: Logical memory (immediate recall) in mild cognitive impairment	1	0.46106	2.168915108662647	0.21932780672193278
GWAS: Lead levels in blood	2	0.8269	2.4186721489902046	0.2206277937220628
GWAS: Manganese levels	3	1.52943	1.9615150742433454	0.2212577874221258
GWAS: End-stage coagulation	1	0.29527	3.3867307887696008	0.23007769922300778
GWAS: IgE grass sensitization	1	0.25613	3.904267364229102	0.23044769552304478
GWAS: Small vessel stroke	1	0.27926	3.5808923583757073	0.23183768162318377
GWAS: antipsychotic drug dosage in schizophrenia or schizoaffective disorder	1	0.33514	2.983827654114698	0.23217767822321778
GWAS: Lifetime average cigarettes per day in chronic obstructive pulmonary disease	1	0.25655	3.8978756577665172	0.23253767462325375
GWAS: Personality traits in bipolar disorder	1	0.25741	3.8848529583155273	0.23258767412325876
GWAS: Current cigarettes per day in chronic obstructive pulmonary disease	1	0.31898	3.134992789516584	0.23291767082329176
GWAS: Asperger disorder	1	0.29629	3.3750717202740557	0.23330766692333077
GWAS: Response to cytidine analogues (gemcitabine)	1	0.26223	3.813446211341189	0.23465765342346576
GWAS: Logical memory (delayed recall) in mild cognitive impairment	1	0.39879	2.5075854459740716	0.23473765262347376
GWAS: Recalcitrant atopic dermatitis	1	0.25836	3.870568199411674	0.23529764702352976
GWAS: N-glycan levels	1	0.38011	2.6308173949646156	0.23536764632353677
GWAS: Forced expiratory volume in 1 second (occupational environmental exposures interaction)	1	0.27452	3.6427218417601632	0.24653753462465375
GWAS: Body mass index	41	32.63392	1.2563614790990478	0.24665753342466576
GWAS: Breast milk fatty acid composition (maternal genotype effect)	1	0.27571	3.6269993834101046	0.24706752932470674
GWAS: Anticoagulant levels	1	0.29691	3.3680239803307397	0.24758752412475876
GWAS: Ossification of the posterior longitudinal ligament of the spine	1	0.40113	2.4929573953581134	0.24822751772482274
GWAS: Strenuous sports or other exercises	1	0.27679	3.6128472849452655	0.24864751352486475
GWAS: Nose size	3	1.64729	1.821172956795707	0.24867751322486775
GWAS: Hair shape	1	0.30031	3.3298924444740434	0.24869751302486975
GWAS: Plasma omega-3 polyunsaturated fatty acid level (eicosapentaenoic acid)	1	0.55232	1.8105446118192352	0.24933750662493376
GWAS: Ulna and radius bone mineral density	1	0.31966	3.1283238440843397	0.25046749532504675
GWAS: Esophageal squamous cell carcinoma	1	0.46487	2.151139028115387	0.25092749072509274
GWAS: Eosinophil percentage of granulocytes	5	3.36995	1.4837015385984955	0.25262747372526273
GWAS: Systemic juvenile idiopathic arthritis	2	0.99454	2.0109799505298933	0.25339746602533975
GWAS: Obesity (extreme)	2	0.97664	2.0478374836173003	0.25745742542574573
GWAS: Total bilirubin levels	1	0.29653	3.3723400667723333	0.26138738612613877
GWAS: Acylcarnitine levels	1	0.35646	2.8053638556920832	0.2613973860261397
GWAS: Idiopathic pulmonary fibrosis	1	0.43697	2.288486623795684	0.26277737222627773
GWAS: Mortality in heart failure	1	0.29926	3.3415758871883976	0.26358736412635875
GWAS: Idiopathic osteonecrosis of the femoral head	1	0.37762	2.6481648217785074	0.26459735402645973
GWAS: High altitude adaptation	1	0.3009	3.3233632436025258	0.26485735142648575
GWAS: Mean corpuscular volume	11	8.6658	1.2693577050012692	0.2722172778272217
GWAS: Body mass index in physically active individuals	4	2.61388	1.5302921327681454	0.2733572664273357
GWAS: Allergic disease (asthma, hay fever or eczema)	7	5.07988	1.3779853067395291	0.27551724482755174
GWAS: Retinopathy in non-diabetics	1	0.31524	3.1721862707778197	0.2770572294277057
GWAS: Coenzyme Q10 levels	1	0.31505	3.1740993493096332	0.2770672293277067
GWAS: Restless legs syndrome	3	1.75625	1.7081850533807827	0.27715722842771573
GWAS: Partial epilepsies	1	0.34876	2.8673012960201856	0.27733722662773375
GWAS: Eosinophilic esophagitis	1	0.31753	3.149308726734482	0.2776672233277667
GWAS: Recurrent major depressive disorder	1	0.31682	3.1563663910106685	0.27778722212777873
GWAS: Bilirubin levels	1	0.35822	2.791580592931718	0.27796722032779675
GWAS: Multiple sclerosis and HDL levels (pleiotropy)	1	0.31748	3.1498047121078496	0.2782372176278237
GWAS: Nonsyndromic cleft lip with or without cleft palate	1	0.37887	2.6394277720590176	0.2782472175278247
GWAS: Thyroid hormone levels	2	1.03516	1.9320684725066655	0.2782672173278267
GWAS: Acute graft versus host disease in bone marrow transplantation (recipient effect)	1	0.31561	3.168467412312664	0.27846721532784674
GWAS: Hair morphology	1	0.31714	3.1531815601942363	0.2785672143278567
GWAS: Bipolar disorder or major depressive disorder	1	0.33682	2.9689448370049285	0.2786572134278657
GWAS: Plasma clusterin levels	1	0.31111	3.21429719391855	0.2788072119278807
GWAS: Bone mineral density (spine) and age at menarche	1	0.35856	2.788933511825078	0.2817271827281727
GWAS: Weight	2	0.99319	2.013713388173461	0.2880871191288087
GWAS: Hepcidin/ferritin ratio	2	1.08586	1.8418580664174018	0.2888071119288807
GWAS: Craniofacial microsomia	2	1.27412	1.5697108592597244	0.2891071089289107
GWAS: GIP levels in response to oral glucose tolerance test (120 minutes)	1	0.33493	2.9856985041650494	0.2896171038289617
GWAS: Response to antipsychotic treatment	2	1.06818	1.872343612499766	0.28972710272897273
GWAS: Body mass index (age <50)	2	1.68445	1.187331176348363	0.28978710212897874
GWAS: Total hippocampal volume	1	0.60906	1.641874363773684	0.2899971000289997
GWAS: Blood metabolite levels	6	4.51423	1.3291303278742996	0.29151708482915173
GWAS: Zinc levels	2	1.05526	1.8952675170100257	0.2922170778292217
GWAS: Cannabis use	1	0.33501	2.9849855228202147	0.2923270767292327
GWAS: Airway wall thickness	1	0.41928	2.3850410227055905	0.2928970710292897
GWAS: Vigorous physical activity	1	0.33784	2.959981056121241	0.2930870691293087
GWAS: Immune response to anthrax vaccine	1	0.49455	2.022040238600748	0.2931170688293117
GWAS: Depressive symptoms (SSRI exposure interaction)	1	0.35903	2.7852825669164134	0.29335706642933573
GWAS: Urinary metabolites (H-NMR features)	1	0.34021	2.9393609829223126	0.2943570564294357
GWAS: BMI in non-smokers	3	1.90352	1.576027569975624	0.2947570524294757
GWAS: Male-pattern baldness	10	7.71884	1.2955314529126138	0.2975570244297557
GWAS: Basophil percentage of white cells	2	1.13131	1.7678620360467068	0.2985370146298537
GWAS: Logical memory (delayed recall) in normal cognition	2	1.57241	1.2719328928205746	0.2985870141298587
GWAS: Hypothyroidism	3	1.90496	1.5748362170334285	0.3037569624303757
GWAS: Response to treatment for acute lymphoblastic leukemia	1	0.35344	2.829334540516071	0.3049569504304957
GWAS: Asparaginase-induced acute pancreatitis in acute lymphoblastic leukemia (onset time)	1	0.35267	2.8355119516828764	0.3052769472305277
GWAS: Differentiated thyroid cancer	1	0.35291	2.8335836332209343	0.3061169388306117
GWAS: Papillary thyroid cancer	1	0.35291	2.8335836332209343	0.3061169388306117
GWAS: Photic sneeze reflex	4	2.78092	1.4383729125613107	0.3062169378306217
GWAS: Panic disorder	1	0.35817	2.7919702934360777	0.3080869191308087
GWAS: Migraine - clinic-based	1	0.35848	2.78955590270029	0.3083769162308377
GWAS: Dialysis-related mortality	2	1.11436	1.7947521447288128	0.3088669113308867
GWAS: Cerebral amyloid deposition in APOEe4 non-carriers (PET imaging)	2	1.07082	1.8677275359070618	0.3088769112308877
GWAS: Urate levels (BMI interaction)	2	1.13055	1.7690504621644334	0.3128468715312847
GWAS: Plateletcrit	8	6.39976	1.2500468767578785	0.3174368256317437
GWAS: DNA methylation (variation)	1	0.51254	1.951067233776876	0.3179468205317947
GWAS: Primary sclerosing cholangitis	2	1.14551	1.7459472200155388	0.3180868191318087
GWAS: Brain connectivity	1	0.3696	2.705627705627706	0.31945680543194566
GWAS: Bipolar disorder (body mass index interaction)	1	0.37555	2.662761283450939	0.3199068009319907
GWAS: Response to citalopram treatment	1	0.37426	2.6719392935392507	0.3202667973320267
GWAS: D-dimer levels	1	0.51678	1.935059406323774	0.3209267907320927
GWAS: Body mass index (SNP x SNP interaction)	1	0.37656	2.6556192904185254	0.32130678693213066
GWAS: Total ventricular volume	1	0.37825	2.6437541308658297	0.3228167718322817
GWAS: Coronary artery disease or ischemic stroke	1	0.42009	2.3804422861767716	0.32303676963230366
GWAS: Sexual dimorphism in anthropometric traits	1	0.41994	2.3812925656046104	0.3233567664323357
GWAS: Bipolar disorder and schizophrenia	2	1.20126	1.6649185022393154	0.3250367496325037
GWAS: Paclitaxel-induced neuropathy	1	0.49404	2.0241276010039675	0.3329666703332967
GWAS: Serum alkaline phosphatase levels	2	1.17789	1.6979514216098275	0.3330266697333027
GWAS: Chin dimples	4	2.87376	1.3919046823673515	0.33398666013339867
GWAS: Moderate to vigorous physical activity levels	1	0.39617	2.524168917383951	0.3340566594334057
GWAS: Iron status biomarkers	1	0.50158	1.9936999082898041	0.33549664503354965
GWAS: QT interval (sulfonylurea treatment interaction)	1	0.51925	1.9258545979778527	0.33571664283357167
GWAS: Response to anti-depressant treatment in major depressive disorder	1	0.3983	2.5106703489831785	0.33573664263357367
GWAS: Colorectal cancer	5	3.83634	1.303325565512963	0.3388166118338817
GWAS: Body mass index (joint analysis main effects and physical activity interaction)	4	2.93552	1.3626205919223853	0.3399966000339997
GWAS: Joint mobility (Beighton score)	2	1.19663	1.6713604038006735	0.3406365936340637
GWAS: Heschl's gyrus morphology	2	1.21127	1.6511595267776795	0.3424065759342407
GWAS: Thiazide-induced adverse metabolic effects in hypertensive patients	3	2.0776	1.443973815941471	0.34345656543434566
GWAS: Obesity-related traits	26	23.62379	1.1005854691393717	0.34376656233437664
GWAS: Homeostasis model assessment of beta-cell function	1	0.41276	2.4227153793972285	0.34533654663453367
GWAS: Brain structure	1	0.49517	2.0195084516428703	0.34649653503464967
GWAS: Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia	1	0.59649	1.6764740397994937	0.34870651293487065
GWAS: Periodontitis (Mean PAL)	2	1.24888	1.601434885657549	0.35390646093539063
GWAS: Testicular germ cell tumor	3	2.22602	1.3476967861923972	0.35418645813541866
GWAS: Response to bronchodilator in chronic obstructive pulmonary disease (change in FEV1)	2	1.31275	1.5235193296514948	0.35466645333546665
GWAS: Male fertility	1	0.42859	2.3332322266035135	0.36019639803601966
GWAS: Ischemic stroke (cardioembolic)	1	0.47576	2.1019001177064065	0.36047639523604763
GWAS: Regular attendance at a gym or sports club	1	1.42175	0.703358537014243	0.36053639463605364
GWAS: Psoriasis	4	3.18686	1.2551539760140076	0.36246637533624665
GWAS: Airway imaging phenotypes	1	0.43486	2.299590672860231	0.36259637403625966
GWAS: Esophageal cancer	1	0.5798	1.7247326664367024	0.36316636833631666
GWAS: Periodontitis (PAL4Q3)	1	0.47655	2.098415696149407	0.3632963670363296
GWAS: Dental caries	3	2.19119	1.3691190631574623	0.36465635343646563
GWAS: Response to statin therapy	3	2.16509	1.3856236923176402	0.36483635163648365
GWAS: Response to taxane treatment (docetaxel)	1	0.44243	2.2602445584612254	0.3656163438365616
GWAS: Calcium levels	2	1.59977	1.2501797133337917	0.37263627363726365
GWAS: Bipolar disorder with mood-incongruent psychosis	1	0.53917	1.8547025984383403	0.37381626183738165
GWAS: Early-onset Parkinson's disease	1	0.45615	2.1922613175490517	0.3746862531374686
GWAS: Perceived unattractiveness to mosquitoes	1	0.55946	1.787437886533443	0.37621623783762165
GWAS: Cardiometabolic and hematological traits	1	0.48139	2.077317767298864	0.3775662243377566
GWAS: Itch intensity from mosquito bite adjusted by bite size	5	4.05914	1.2317880142099065	0.38034619653803464
GWAS: Gait speed in old age	1	0.47296	2.1143437077131257	0.3858861411385886
GWAS: Sulfasalazine-induced agranulocytosis	1	0.47739	2.094723391776116	0.3876461235387646
GWAS: Vitamin D levels	1	0.84233	1.1871831704913751	0.38917610823891763
GWAS: Urinary metabolites	1	0.52359	1.9098913271834832	0.3908760912390876
GWAS: Immune response to smallpox vaccine (IL-6)	2	1.36695	1.4631113061926184	0.3921460785392146
GWAS: Rheumatoid arthritis (ACPA-positive)	3	2.32078	1.2926688440955196	0.3959660403395966
GWAS: Smoking behavior	1	0.6336	1.578282828282828	0.3969060309396906
GWAS: Information processing speed	1	0.53289	1.8765598904089025	0.3978160218397816
GWAS: Atopic dermatitis	2	1.50194	1.3316111162895987	0.3983060169398306
GWAS: Feeling guilty	1	0.65599	1.524413481912834	0.3991560084399156
GWAS: Response to cyclophosphamide in systemic lupus erythematosus with lupus nephritis	1	0.55618	1.7979790715236075	0.3992260077399226
GWAS: Corneal curvature	1	0.49625	2.0151133501259446	0.3997460025399746
GWAS: Refractive error	2	1.38408	1.445003179006994	0.3999060009399906
GWAS: Sense of smell	1	0.49466	2.0215905874742246	0.4003259967400326
GWAS: Thrombosis	1	0.55941	1.787597647521496	0.4012759872401276
GWAS: Carotid plaque burden	2	1.38254	1.4466127562312843	0.4030559694403056
GWAS: IgG glycosylation	1	0.69721	1.4342880911059797	0.4109058909410906
GWAS: Myopia (pathological)	2	1.41801	1.4104272889471865	0.4175358246417536
GWAS: Response to anti-retroviral therapy (ddI/d4T) in HIV-1 (Grade 3 peripheral neuropathy)	1	0.53388	1.8730800929047726	0.4215957840421596
GWAS: Response to fenofibrate (HDL cholesterol levels)	1	0.75765	1.3198706526760378	0.42309576904230956
GWAS: Hemoglobin levels	1	0.77796	1.2854131317805544	0.42311576884231156
GWAS: Body fat percentage	1	0.67804	1.4748392425225652	0.42316576834231656
GWAS: Gut microbiota (beta diversity)	1	0.75355	1.3270519540840022	0.42322576774232257
GWAS: Longevity (90 years and older)	1	0.53261	1.8775464223352922	0.4241257587424126
GWAS: Preeclampsia	1	0.56058	1.7838667094794678	0.42440575594244057
GWAS: Tuberculosis (SNP x SNP interaction)	1	0.53644	1.8641413764819923	0.4246457535424646
GWAS: Obese vs. thin	1	0.57928	1.7262809004281177	0.4250957490425096
GWAS: Coronary artery disease or large artery stroke	1	0.61838	1.6171286264109446	0.4252257477425226
GWAS: Paclitaxel disposition in epithelial ovarian cancer	2	1.49038	1.3419396395550127	0.43501564984350155
GWAS: Alzheimer's disease in APOE e4+ carriers	1	0.55644	1.7971389547839838	0.4359356406435936
GWAS: PR interval in Tripanosoma cruzi seropositivity	1	0.55908	1.7886527867210416	0.43724562754372454
GWAS: Cerebrospinal P-tau181p levels	2	1.56781	1.275664780808899	0.44023559764402354
GWAS: Age-related hearing impairment	1	0.74299	1.345913134766282	0.4442755572444276
GWAS: Liver enzyme levels (alkaline phosphatase)	1	0.79357	1.2601282810590118	0.44466555334446656
GWAS: Inflammatory biomarkers	1	0.79397	1.2594934317417534	0.44631553684463154
GWAS: Dementia and core Alzheimer's disease neuropathologic changes	1	0.57706	1.7329220531660485	0.44753552464475355
GWAS: Eosinophil counts	5	4.459	1.121327651939897	0.4538754612453875
GWAS: Hematological and biochemical traits	1	0.87514	1.1426743149667482	0.45665543344566556
GWAS: Uterine fibroid number (single vs multiple)	1	0.69512	1.4386005294049948	0.45726542734572656
GWAS: Takayasu arteritis	2	1.83071	1.0924723194826051	0.4574854251457485
GWAS: Feeling nervous	2	1.56847	1.2751279909720938	0.45767542324576754
GWAS: Non-melanoma skin cancer	1	0.65704	1.5219773529769878	0.4579654203457965
GWAS: Verbal declarative memory	2	1.69556	1.17955129868598	0.45892541074589255
GWAS: Alcoholic chronic pancreatitis	2	2.18583	0.9149842393964763	0.46009539904600955
GWAS: Aluminium levels	1	0.65716	1.5216994339278107	0.46025539744602556
GWAS: Body mass index x sex x age interaction (4df test)	2	3.01098	0.6642355645005945	0.46026539734602656
GWAS: Pulmonary function decline	1	0.60049	1.665306666222585	0.46055539444605553
GWAS: Chronic inflammatory diseases (pleiotropy)	5	4.52813	1.104208580584038	0.46768532314676853
GWAS: QT interval (drug interaction)	1	0.60817	1.6442770935758095	0.46776532234677654
GWAS: Adult asthma	1	0.67612	1.479027391587292	0.46844531554684454
GWAS: Methadone dose in opioid dependence	2	1.56824	1.275315002805693	0.46850531494685055
GWAS: Lipid traits	1	0.89791	1.1136973638783396	0.46910530894691055
GWAS: Cervical cancer	1	0.71813	1.3925055352095024	0.4704352956470435
GWAS: Mild influenza (H1N1) infection	2	1.58156	1.2645742178608461	0.47094529054709455
GWAS: Asthma (moderate or severe)	1	0.63767	1.5682092618439005	0.4712052879471205
GWAS: Eosinophil percentage of white cells	4	3.52561	1.1345554386333145	0.47208527914720855
GWAS: Depression	3	2.67262	1.122494032073396	0.4728152718472815
GWAS: Metabolite levels	4	3.75204	1.0660867154934381	0.47569524304756955
GWAS: Myocardial infarction	2	1.73714	1.1513176830882945	0.47850521494785053
