label	observed	mean_expected	enrichment	p_value
MP: colitis MP:0002816	3	0.95449	3.143039738499094	0.07117928820711793
MP: abnormal lymphangiogenesis MP:0008778	2	0.45488	4.396763981709462	0.07415925840741593
MP: abnormal immune system cell morphology MP:0000716	3	1.01797	2.947041661345619	0.07757922420775792
MP: abnormal fluid regulation MP:0001784	2	0.47662	4.19621501405732	0.07883921160788392
MP: abnormal mandibular angle morphology MP:0004596	2	0.41837	4.780457489781772	0.07938920610793893
MP: hypochromic microcytic anemia MP:0008388	2	0.4796	4.170141784820684	0.07945920540794592
MP: extended life span MP:0001661	2	0.48042	4.163024020648599	0.08055919440805592
MP: decreased body fat mass MP:0014143	3	0.99188	3.0245594225107877	0.08055919440805592
MP: abnormal myelopoiesis MP:0001601	4	1.56787	2.551231926116323	0.08061919380806191
MP: induced chromosome breakage MP:0004030	2	0.47893	4.175975612302424	0.08068919310806892
MP: impaired somite development MP:0009768	2	0.47975	4.168837936425222	0.08090919090809091
MP: increased pro-B cell number MP:0008186	3	1.0502	2.856598743096553	0.08329916700832991
MP: decreased aerobic running capacity MP:0003061	2	0.49329	4.0544101846783835	0.08369916300836992
MP: abnormal caput epididymis morphology MP:0002660	2	0.43519	4.5956938348767205	0.08387916120838791
MP: abnormal phrenic nerve innervation pattern to diaphragm MP:0012055	2	0.43849	4.561107436885676	0.08467915320846792
MP: abnormal intestinal lipid absorption MP:0005342	2	0.43793	4.566939921905328	0.08490915090849091
MP: abnormal respiratory electron transport chain MP:0010955	3	1.05548	2.8423087126236406	0.08668913310866891
MP: abnormal hippocampus neuron morphology MP:0009939	2	0.51282	3.9000039000038997	0.0902290977090229
MP: decreased thymocyte apoptosis MP:0009542	2	0.516	3.875968992248062	0.09124908750912492
MP: impaired behavioral response to xenobiotic MP:0009747	4	1.6876	2.370229912301493	0.0912690873091269
MP: decreased brown adipose tissue mass MP:0014169	2	0.52036	3.843492966407871	0.0924590754092459
MP: abnormal B cell differentiation MP:0002144	6	3.08656	1.9439116686537763	0.09287907120928791
MP: spleen hyperplasia MP:0000693	5	2.4463	2.0439030372399136	0.0990590094099059
MP: abnormal epididymis epithelium morphology MP:0004933	2	0.42078	4.753077617757498	0.1017289827101729
MP: hyperresponsive to tactile stimuli MP:0002738	2	0.55107	3.6293029923603175	0.1026389736102639
MP: decreased mean corpuscular hemoglobin MP:0005562	7	3.98083	1.7584272626562802	0.1038289617103829
MP: decreased bone trabecula number MP:0010869	4	1.8089	2.2112886284482283	0.1039489605103949
MP: decreased CNS synapse formation MP:0004998	2	0.55585	3.598093010704327	0.1040389596104039
MP: absent suckling reflex MP:0001435	2	0.55895	3.578137579389928	0.10535894641053589
MP: decreased single-positive T cell number MP:0008083	4	1.76859	2.261688689860284	0.1073589264107359
MP: increased cranium width MP:0000441	2	0.55367	3.6122600104755542	0.10879891201087989
MP: decreased total fat pad weight MP:0008907	2	0.5782	3.459010722933241	0.11023889761102389
MP: increased regulatory T cell number MP:0004973	2	0.5736	3.486750348675035	0.11125888741112588
MP: increased splenocyte number MP:0009338	2	0.57727	3.4645832972439243	0.11126888731112689
MP: absent ectoplacental cone MP:0001717	1	0.118	8.474576271186441	0.11313886861131389
MP: abnormal breathing pattern MP:0001951	3	1.19671	2.5068730101695484	0.11332886671133288
MP: abnormal lymphatic vessel morphology MP:0001879	3	1.19169	2.517433225083705	0.11367886321136789
MP: abnormal dendrite morphology MP:0008143	5	2.55741	1.9551030143778276	0.11388886111138889
MP: decreased trabecular bone mass MP:0010873	2	0.59914	3.3381179690890277	0.11809881901180988
MP: decreased mean corpuscular volume MP:0002591	7	4.09666	1.708709045905689	0.11823881761182388
MP: decreased muscle cell glucose uptake MP:0030022	2	0.59787	3.3452088246608795	0.11860881391186089
MP: reduced long term potentiation MP:0001473	7	4.0851	1.7135443440797045	0.11968880311196888
MP: abnormal platelet activation MP:0006298	2	0.60101	3.327731651719605	0.11979880201197989
MP: abnormal pulmonary elastic fiber morphology MP:0003209	2	0.60051	3.3305024062879887	0.12003879961200388
MP: abnormal muscle development MP:0000733	2	0.61561	3.248810123292344	0.12500874991250088
MP: abnormal adrenal gland secretion MP:0001739	2	0.61491	3.2525084971784493	0.12769872301276988
MP: decreased trabecular bone volume MP:0010879	3	1.2541	2.3921537357467506	0.12861871381286188
MP: abnormal thymus morphology MP:0000703	6	3.36345	1.7838826205235696	0.12888871111288888
MP: decreased NK cell number MP:0008045	5	2.65383	1.8840694392632533	0.12935870641293587
MP: diarrhea MP:0005036	3	1.25211	2.39595562690179	0.13044869551304486
MP: decreased aggression MP:0005656	2	0.63738	3.1378455552417712	0.13090869091309087
MP: abnormal trochanter morphology MP:0004627	1	0.13765	7.26480203414457	0.13163868361316386
MP: dilated vasculature MP:0004938	2	0.63956	3.127149915566952	0.13166868331316686
MP: decreased alpha-beta T cell number MP:0012765	2	0.63936	3.128128128128128	0.13181868181318188
MP: impaired granulocyte bactericidal activity MP:0005074	1	0.13888	7.200460829493087	0.13189868101318986
MP: abnormal megakaryocyte differentiation MP:0000229	2	0.65158	3.069461923324841	0.13469865301346987
MP: lung hemorrhage MP:0001182	3	1.2908	2.3241400681747755	0.13556864431355686
MP: hypotonia MP:0004144	2	0.6407	3.1215857655689088	0.13567864321356787
MP: abnormal thymus medulla morphology MP:0002375	2	0.65939	3.0331063558743687	0.13817861821381786
MP: abnormal GABA-mediated receptor currents MP:0004008	2	0.57216	3.495525727069351	0.13850861491385086
MP: increased susceptibility to Coronaviridae infection MP:0020949	2	0.67111	2.980137384333418	0.13864861351386487
MP: abnormal T cell number MP:0006387	2	0.65993	3.030624460170018	0.13952860471395287
MP: decreased leukocyte cell number MP:0000221	10	6.72368	1.4872807748137924	0.14290857091429085
MP: abnormal touch/ nociception MP:0001968	2	0.67471	2.9642364867869158	0.14373856261437384
MP: abnormal anterior commissure morphology MP:0008225	2	0.67537	2.961339710084842	0.14407855921440785
MP: microcytosis MP:0002813	2	0.67665	2.955737826054829	0.14581854181458184
MP: abnormal somatosensory cortex morphology MP:0000859	2	0.65566	3.0503614678339384	0.14598854011459886
MP: decreased anxiety-related response MP:0001364	9	5.93158	1.517302303939254	0.14672853271467284
MP: abnormal erythropoiesis MP:0000245	6	3.48276	1.7227715949419427	0.14693853061469386
MP: hyporesponsive to tactile stimuli MP:0005498	3	1.33775	2.242571481965988	0.14750852491475086
MP: abnormal neuromuscular synapse morphology MP:0001053	5	2.69683	1.8540286187857598	0.14844851551484486
MP: dilated sarcoplasmic reticulum MP:0004089	1	0.15846	6.310740880979427	0.14885851141488585
MP: increased circulating corticosterone level MP:0001745	3	1.31649	2.2787867739215644	0.14952850471495285
MP: increased renal carcinoma incidence MP:0010384	1	0.16002	6.249218847644045	0.15050849491505086
MP: embryonic lethality between implantation and placentation MP:0009850	1	0.1603	6.238303181534623	0.15070849291507085
MP: abnormal pulmonary ventilation MP:0002338	1	0.15999	6.250390649415588	0.15099849001509985
MP: increased primordial germ cell apoptosis MP:0030935	1	0.16119	6.203858800173708	0.15178848211517884
MP: abnormal synaptic vesicle morphology MP:0004769	2	0.69729	2.868247070802679	0.15206847931520684
MP: intestinal inflammation MP:0001858	2	0.69793	2.8656168956772166	0.15207847921520784
MP: decreased thymocyte number MP:0000715	6	3.59268	1.6700624603360166	0.15496845031549686
MP: abnormal response/metabolism to endogenous compounds MP:0003638	5	2.75248	1.816543626111725	0.15639843601563985
MP: increased vasoconstriction MP:0003025	2	0.71357	2.8028084140308587	0.15667843321566785
MP: abnormal nasal capsule morphology MP:0004726	2	0.6921	2.889755815633579	0.15755842441575585
MP: abnormal cerebellum vermis morphology MP:0000864	2	0.71193	2.809264955824309	0.16302836971630283
MP: abnormal auditory brainstem response waveform shape MP:0011966	3	1.38981	2.158568437412308	0.16538834611653883
MP: abnormal fertilization MP:0005410	1	0.17696	5.650994575045208	0.16596834031659682
MP: myelofibrosis MP:0011747	1	0.17712	5.645889792231256	0.16645833541664584
MP: increased B-1b cell number MP:0008169	2	0.73857	2.7079356052913064	0.16669833301666984
MP: decreased interleukin-18 secretion MP:0008685	1	0.17919	5.580668564093979	0.16686833131668682
MP: decreased hematopoietic cell number MP:0011182	1	0.1787	5.595970900951315	0.16687833121668783
MP: abnormal mandibular condyloid process morphology MP:0004595	1	0.21802	4.586735161911752	0.16725832741672583
MP: decreased central memory CD8 positive, alpha-beta T cell number MP:0010848	1	0.17945	5.572582892170521	0.16732832671673284
MP: delayed chondrocyte differentiation MP:0014106	1	0.20035	4.991265285749938	0.16733832661673384
MP: abnormal lymphopoiesis MP:0002401	3	1.39324	2.153254284976027	0.16748832511674883
MP: abnormal skeletal muscle satellite cell proliferation MP:0009410	1	0.18114	5.5205918074417575	0.16935830641693583
MP: abnormal T cell physiology MP:0002444	6	3.69237	1.6249725785877365	0.17011829881701182
MP: absent thymus corticomedullary boundary MP:0013741	1	0.18321	5.458217346214726	0.17084829151708483
MP: chromosomal instability MP:0008866	3	1.43261	2.094080035738966	0.17322826771732283
MP: decreased fatty acids level MP:0005282	2	0.75738	2.640682352319839	0.17379826201737983
MP: abnormal cerebellar foliation MP:0000857	3	1.4136	2.1222410865874366	0.17483825161748381
MP: abnormal B cell number MP:0002458	2	0.77185	2.5911770421714064	0.17818821811781882
MP: dilated heart ventricle MP:0008022	2	0.77313	2.5868870694449835	0.17949820501794983
MP: abnormal Schwann cell morphology MP:0001106	2	0.77463	2.5818777997237388	0.1804681953180468
MP: abnormal Meckel's cartilage morphology MP:0005587	2	0.7761	2.576987501610617	0.1810781892181078
MP: abnormal vascular branching morphogenesis MP:0003227	2	0.7776	2.57201646090535	0.18121818781812182
MP: absent acrosome MP:0008839	1	0.197	5.0761421319796955	0.18149818501814982
MP: decreased susceptibility to weight gain MP:0010182	2	0.77911	2.567031612994314	0.18151818481815182
MP: increased keratinocyte apoptosis MP:0009580	1	0.19637	5.092427560217956	0.1819481805181948
MP: abnormal corneal wound healing MP:0020861	1	0.19753	5.062522148534399	0.1819781802181978
MP: decreased gamma-delta intraepithelial T cell number MP:0008351	1	0.19607	5.100219309430305	0.18215817841821583
MP: abnormal folic acid level MP:0011230	1	0.19776	5.05663430420712	0.18279817201827983
MP: increased susceptibility to Orthomyxoviridae infection induced morbidity/mortality MP:0031046	1	0.21803	4.586524790166491	0.1828081719182808
MP: abnormal adrenocortical cell morphology MP:0008291	1	0.19935	5.016302984700276	0.1836981630183698
MP: hypoplastic trabecular meshwork MP:0004223	1	0.23814	4.199210548416898	0.1836981630183698
MP: alpha-synuclein inclusion body MP:0008493	1	0.19896	5.026135906714917	0.1837181628183718
MP: increased total lung capacity MP:0010937	1	0.19955	5.011275369581559	0.1839981600183998
MP: decreased susceptibility to Picornaviridae infection MP:0020938	1	0.19871	5.032459362890645	0.18416815831841682
MP: impaired behavioral response to alcohol MP:0009755	1	0.19955	5.011275369581559	0.18421815781842182
MP: decreased alkaline phosphatase activity MP:0011585	1	0.19783	5.054845068998635	0.18427815721842783
MP: abnormal gut-associated lymphoid tissue morphology MP:0002378	1	0.19943	5.014290728576443	0.18451815481845182
MP: skeletal muscle hypertrophy MP:0009461	1	0.19874	5.031699708161417	0.18453815461845383
MP: abnormal tail development MP:0006281	1	0.20011	4.997251511668582	0.18477815221847782
MP: abnormal amniotic fluid composition MP:0012172	1	0.20044	4.98902414687687	0.18503814961850382
MP: abnormal response to cardiac infarction MP:0000343	3	1.48294	2.023008348281117	0.18602813971860283
MP: increased tumor necrosis factor secretion MP:0008560	5	3.00632	1.6631629367465872	0.18603813961860383
MP: increased circulating ghrelin level MP:0011612	1	0.20151	4.962532876780309	0.18662813371866283
MP: increased T cell apoptosis MP:0006413	2	0.77796	2.5708262635611088	0.1870481295187048
MP: abnormal lung saccule morphology MP:0010825	2	0.79631	2.511584684356595	0.18747812521874782
MP: abnormal axon extension MP:0003651	4	2.25847	1.7711105305804373	0.19017809821901782
MP: abnormal interleukin level MP:0008751	3	1.51766	1.9767273302320678	0.19159808401915981
MP: cerebellum hypoplasia MP:0000851	2	0.78995	2.531805810494335	0.19250807491925082
MP: abnormal cartilage morphology MP:0000163	3	1.5316	1.9587359623922693	0.19309806901930981
MP: increased memory T cell number MP:0008049	2	0.79584	2.5130679533574587	0.1940780592194078
MP: impaired fertilization MP:0000242	4	2.2722	1.7604084147522223	0.19847801521984781
MP: abnormal hair cycle catagen phase MP:0008859	1	0.21776	4.592211609110947	0.2000179998200018
MP: decreased CD4-positive, alpha-beta memory T cell number MP:0010836	1	0.21884	4.569548528605374	0.2002979970200298
MP: decreased quadriceps weight MP:0010227	1	0.21959	4.553941436313129	0.2005779942200578
MP: increased interleukin-12b secretion MP:0008669	1	0.21968	4.552075746540423	0.2006379936200638
MP: abnormal body temperature MP:0005535	1	0.21898	4.566627089231893	0.2006779932200678
MP: binucleate MP:0003708	1	0.21909	4.564334291843535	0.2007179928200718
MP: optic nerve atrophy MP:0001059	1	0.22022	4.540913631822723	0.2011979880201198
MP: abnormal sclera morphology MP:0002698	1	0.21984	4.548762736535662	0.2012479875201248
MP: poikilocytosis MP:0002643	2	0.83276	2.401652336807724	0.2021979780202198
MP: abnormal plasma cell morphology MP:0002439	1	0.22208	4.502881844380403	0.2025279747202528
MP: abnormal cecum morphology MP:0000494	2	0.83478	2.395840820335897	0.20265797342026579
MP: ocular hypertelorism MP:0001300	2	0.83638	2.391257562352041	0.2034479655203448
MP: increased vasodilation MP:0005590	2	0.85349	2.3433197811339324	0.2102078979210208
MP: abnormal endochondral bone ossification MP:0008272	2	0.85512	2.3388530264758165	0.21039789602103978
MP: abnormal sensory capabilities/reflexes/nociception MP:0002067	2	0.85554	2.3377048413867265	0.2105478945210548
MP: decreased susceptibility to type I hypersensitivity reaction MP:0005597	2	0.85367	2.3428256820551265	0.2114678853211468
MP: decreased neutrophil cell number MP:0000222	7	4.79996	1.4583454862123852	0.2141778582214178
MP: abnormal erythroid progenitor cell morphology MP:0008801	1	0.23601	4.237108597093344	0.21456785432145678
MP: abnormal long term spatial reference memory MP:0008432	2	0.86667	2.3076834319868	0.21487785122148778
MP: decreased granulocyte number MP:0000334	2	0.8709	2.296474911011597	0.21488785112148878
MP: decreased microglial cell activation MP:0020449	1	0.23663	4.2260068461310905	0.2150578494215058
MP: agonadal MP:0005644	1	0.23734	4.213364793123788	0.21512784872151278
MP: decreased DN1 thymic pro-T cell number MP:0010130	1	0.23709	4.217807583618035	0.21521784782152178
MP: abnormal primary ovarian follicle morphology MP:0009362	1	0.23709	4.217807583618035	0.21536784632153677
MP: abnormal NK cell morphology MP:0005068	1	0.23761	4.208577080089222	0.21539784602153977
MP: failure of morula compaction MP:0012111	1	0.2373	4.214075010535187	0.21552784472155279
MP: enlarged lymphatic vessel MP:0010200	1	0.23805	4.200798151648813	0.21572784272157278
MP: abnormal intestine morphology MP:0000477	4	2.38379	1.6780001594100153	0.21574784252157478
MP: abnormal tricarboxylic acid cycle MP:0010958	1	0.23815	4.19903422212891	0.21577784222157778
MP: long femur MP:0004348	1	0.23742	4.211945076236206	0.21598784012159877
MP: abnormal milk ejection MP:0003838	1	0.23781	4.205037635086834	0.21602783972160278
MP: ileum inflammation MP:0009482	1	0.2777	3.6010082823190492	0.21606783932160678
MP: abnormal embryonic erythropoiesis MP:0004229	2	0.85757	2.3321711347178655	0.21631783682163178
MP: excessive tearing MP:0001349	1	0.24009	4.165104752384522	0.21638783612163878
MP: abnormal hippocampal fimbria morphology MP:0003005	1	0.23784	4.204507231752439	0.21657783422165777
MP: abnormal ovulation MP:0001928	2	0.87323	2.2903473311727724	0.21670783292167078
MP: increased quadriceps weight MP:0010226	1	0.23848	4.193223750419323	0.2168278317216828
MP: increased triglyceride level MP:0005317	2	0.87205	2.2934464766928504	0.2173378266217338
MP: abnormal angiogenesis MP:0000260	4	2.39981	1.6667986215575399	0.21745782542174577
MP: pulmonary artery stenosis MP:0010457	1	0.24048	4.1583499667332005	0.2176878231217688
MP: increased susceptibility to parasitic infection induced morbidity/mortality MP:0010750	1	0.28011	3.5700260611902466	0.21804781952180477
MP: cerebral aqueductal stenosis MP:0002958	1	0.23972	4.171533455698315	0.21805781942180577
MP: impaired sperm penetration of zona pellucida MP:0030976	1	0.23745	4.211412929037692	0.21878781212187878
MP: transmission ratio distortion MP:0004179	2	0.87655	2.2816724659175174	0.21903780962190378
MP: increased macrophage cell number MP:0005425	4	2.38879	1.674487920662762	0.22083779162208378
MP: abnormal hypoglossal nerve topology MP:0013836	2	0.87449	2.287047307573557	0.22147778522214778
MP: sporadic seizures MP:0000951	2	0.89218	2.241700105359905	0.22373776262237377
MP: abnormal erythrocyte morphology MP:0002447	4	2.42009	1.6528310930585226	0.22654773452265478
MP: abnormal jaw morphology MP:0000454	2	0.89581	2.2326162914010785	0.22764772352276477
MP: abnormal osteoclast morphology MP:0004982	3	1.65339	1.814453940086731	0.22865771342286578
MP: abnormal sperm flagellum morphology MP:0008892	3	1.64768	1.8207418916294427	0.22892771072289278
MP: abnormal digestive system morphology MP:0000462	2	0.90827	2.2019883955211554	0.22898771012289876
MP: increased circulating insulin-like growth factor I level MP:0004702	1	0.25591	3.9076237739830404	0.23052769472305276
MP: abnormal hippocampus pyramidal cell morphology MP:0009940	2	0.91171	2.193680007897248	0.23072769272307278
MP: abnormal vascular permeability MP:0001619	1	0.25852	3.8681726752282217	0.23088769112308877
MP: abnormal hyaline cartilage morphology MP:0006429	1	0.25639	3.900308124341823	0.23101768982310178
MP: absent mammary gland MP:0000629	1	0.25642	3.8998518056313864	0.23122768772312277
MP: decreased B-2 B cell number MP:0008207	2	0.9146	2.1867483052700636	0.23122768772312277
MP: increased circulating angiotensin II level MP:0031232	1	0.2578	3.8789759503491084	0.23138768612313876
MP: decreased CD8-positive, alpha-beta memory T cell number MP:0010839	1	0.25829	3.8716171744937857	0.23144768552314476
MP: abnormal ovary development MP:0003582	1	0.25707	3.889991053020578	0.23146768532314677
MP: embryonic lethality before implantation, incomplete penetrance MP:0011104	2	0.91573	2.1840498836993434	0.23167768322316776
MP: prominent forehead MP:0030049	1	0.25873	3.8650330460325435	0.23187768122318778
MP: small lung saccule MP:0010827	1	0.2571	3.8895371450797356	0.23232767672323276
MP: increased circulating gastrin level MP:0004731	1	0.25905	3.860258637328701	0.23234767652323476
MP: short lumbar vertebrae MP:0004708	1	0.25887	3.862942789817283	0.23247767522324778
MP: increased dendritic cell number MP:0008126	2	0.91249	2.191804841696895	0.23252767472325278
MP: abnormal social recognition MP:0020396	1	0.25612	3.904419803217242	0.23265767342326577
MP: abnormal synaptic vesicle clustering MP:0004793	1	0.2585	3.8684719535783363	0.23267767322326777
MP: abnormal respiratory mucosa goblet cell morphology MP:0002281	1	0.25976	3.8497074222359102	0.23278767212327878
MP: short Meckel's cartilage MP:0013933	1	0.25923	3.857578212398256	0.23310766892331078
MP: tubular nephritis MP:0002704	1	0.25946	3.8541586371695056	0.23331766682333177
MP: increased circulating interleukin-12b level MP:0008647	1	0.261	3.8314176245210727	0.23363766362336377
MP: abnormal T cell subpopulation ratio MP:0003944	2	0.91839	2.1777240605842834	0.23398766012339878
MP: abnormal response to injury MP:0005164	3	1.67148	1.7948165697465719	0.23440765592344076
MP: abnormal circulating cytokine level MP:0010210	2	0.9197	2.1746221593998043	0.23487765122348778
MP: urolithiasis MP:0005360	1	0.26086	3.8334738940427817	0.23529764702352976
MP: abnormal malleus morphology MP:0000029	2	0.92875	2.1534320323014806	0.23745762542374577
MP: small thymus MP:0000706	5	3.30428	1.5131889549311803	0.23766762332376676
MP: abnormal maxilla morphology MP:0000455	3	1.67975	1.785980056556035	0.23985760142398577
MP: abnormal preimplantation embryo development MP:0009781	2	0.93467	2.1397926540918184	0.24015759842401577
MP: abnormal neurite morphology MP:0008415	3	1.70562	1.758891194990678	0.24092759072409276
MP: decreased birth body size MP:0009703	6	4.16202	1.4416076808857237	0.24107758922410777
MP: multifocal hepatic necrosis MP:0001655	1	0.27501	3.6362314097669177	0.24524754752452477
MP: abnormal spatial working memory MP:0008428	4	2.49876	1.6007939938209352	0.24538754612453875
MP: impaired neutrophil phagocytosis MP:0002467	1	0.2764	3.6179450072358903	0.24549754502454976
MP: thick tail MP:0000588	1	0.27661	3.6151982936264053	0.24570754292457075
MP: reduced AMPA-mediated synaptic currents MP:0011003	1	0.27617	3.6209581055147186	0.24587754122458774
MP: absent pre-B cells MP:0000238	1	0.27765	3.601656762110571	0.24655753442465575
MP: polyovular ovarian follicle MP:0009433	1	0.27625	3.6199095022624435	0.24694753052469476
MP: yellow coat color MP:0003136	1	0.27765	3.601656762110571	0.24695753042469576
MP: absent connection between subcutaneous lymph vessels and lymph sac MP:0013970	1	0.27749	3.6037334678727158	0.24695753042469576
MP: abnormal primary sex determination MP:0002211	1	0.2773	3.606202668589975	0.24695753042469576
MP: abnormal respiration MP:0001943	2	0.95323	2.0981295175351176	0.24696753032469676
MP: skeletal muscle endomysial fibrosis MP:0009420	1	0.27601	3.623057135611029	0.24697753022469776
MP: abnormal vertebrae development MP:0005225	2	0.95263	2.0994509935651826	0.24737752622473774
MP: tonic seizures MP:0002826	2	0.95561	2.092904008957629	0.24741752582474175
MP: abnormal myeloblast morphology/development MP:0002414	1	0.27841	3.591825006285694	0.24743752562474375
MP: abnormal forelimb zeugopod morphology MP:0003855	1	0.27683	3.612325253765849	0.24776752232477675
MP: abnormal substantia nigra morphology MP:0000836	1	0.27774	3.600489666594657	0.24777752222477775
MP: abnormal heartbeat MP:0004085	1	0.27884	3.586286042174724	0.24785752142478576
MP: increased circulating erythropoietin level MP:0011285	1	0.27937	3.57948240684397	0.24787752122478776
MP: heart inflammation MP:0001853	2	0.95421	2.095974680625858	0.24819751802481976
MP: prostate gland epithelial hyperplasia MP:0001167	1	0.27975	3.5746201966041107	0.24828751712482874
MP: abnormal Golgi apparatus morphology MP:0011743	1	0.27891	3.585385966799326	0.24836751632483675
MP: small caudal vertebrae MP:0004652	1	0.27971	3.5751313860784384	0.24845751542484576
MP: convulsive seizures MP:0000947	3	1.72922	1.7348862492915882	0.24856751432485674
MP: myocarditis MP:0001856	1	0.2805	3.5650623885918	0.24885751142488574
MP: peripheral nervous system degeneration MP:0000958	1	0.27989	3.572832184072314	0.24893751062489375
MP: increased IgG2a level MP:0008500	3	1.71282	1.751497530388482	0.24901750982490176
MP: dry eyes MP:0001337	1	0.27971	3.5751313860784384	0.24901750982490176
MP: abnormal hindlimb zeugopod morphology MP:0003857	1	0.27931	3.5802513336436217	0.24921750782492175
