label	observed	mean_expected	enrichment	p_value
HPO: Ventricular arrhythmia (HP:0004308)	3	1.17517	2.552822144881166	0.11984880151198488
HPO: Diminished movement (HP:0002374)	2	0.57673	3.46782723284726	0.12225877741222588
HPO: Symphalangism affecting the phalanges of the hand (HP:0009773)	2	0.61829	3.2347280402400167	0.12420875791242088
HPO: Malignant hyperthermia (HP:0002047)	2	0.5976	3.3467202141900936	0.12737872621273788
HPO: Prolonged QT interval (HP:0001657)	2	0.63376	3.155768745266347	0.13253867461325386
HPO: Upslanted palpebral fissure (HP:0000582)	6	3.37994	1.7751794410551667	0.13605863941360585
HPO: Malignant neoplasm of the central nervous system (HP:0100836)	3	1.2536	2.393107849393746	0.13650863491365087
HPO: Hypopigmentation of the fundus (HP:0007894)	2	0.65835	3.03789777473988	0.13797862021379786
HPO: Prolonged bleeding time (HP:0003010)	2	0.65828	3.0382208178890444	0.13810861891381085
HPO: Cerebellar hypoplasia (HP:0001321)	4	1.99143	2.008606880482869	0.14010859891401087
HPO: Abnormality of the calf musculature (HP:0001430)	2	0.67916	2.9448141822251017	0.14559854401455985
HPO: Neoplasm of striated muscle (HP:0009728)	2	0.67438	2.965687001393873	0.14699853001469984
HPO: Narrow mouth (HP:0000160)	5	2.76507	1.8082724849642142	0.14859851401485985
HPO: Hypotelorism (HP:0000601)	3	1.37989	2.174086340215524	0.15633843661563385
HPO: High palate (HP:0000218)	9	6.05713	1.4858522105353527	0.16005839941600583
HPO: Cystic hygroma (HP:0000476)	2	0.71533	2.795912376106133	0.16442835571644285
HPO: Eczematoid dermatitis (HP:0000976)	1	0.18005	5.554012774229381	0.16800831991680082
HPO: Duplicated collecting system (HP:0000081)	1	0.18056	5.538325210456358	0.16872831271687283
HPO: Joint stiffness (HP:0001387)	2	0.73777	2.710871951963349	0.17057829421705784
HPO: Abnormality of the humeroradial joint (HP:0100744)	2	0.7574	2.6406126221283337	0.17344826551734482
HPO: Microtia (HP:0008551)	3	1.45916	2.055977411661504	0.18072819271807283
HPO: Downslanted palpebral fissures (HP:0000494)	9	6.17183	1.4582384803210717	0.18096819031809683
HPO: Renal duplication (HP:0000075)	1	0.35603	2.8087520714546526	0.1831281687183128
HPO: Exercise-induced myalgia (HP:0003738)	1	0.20101	4.974876871797423	0.1858381416185838
HPO: Short thorax (HP:0010306)	3	1.45218	2.0658596041812998	0.1863581364186358
HPO: Ankyloglossia (HP:0010296)	1	0.20348	4.914487910359741	0.1873581264187358
HPO: Epicanthus (HP:0000286)	10	7.04699	1.4190455783249303	0.1909480905190948
HPO: Round ear (HP:0100830)	1	0.25815	3.873716831299632	0.1995180048199518
HPO: Wrist flexion contracture (HP:0001239)	1	0.21915	4.563084645220169	0.2008479915200848
HPO: Abnormality of the renal collecting system (HP:0004742)	1	0.22031	4.539058599246516	0.2016179838201618
HPO: Mitral stenosis (HP:0001718)	1	0.22052	4.53473607836024	0.2017179828201718
HPO: Short middle phalanx of the 5th finger (HP:0004220)	1	0.22071	4.530832313896063	0.2021479785202148
HPO: Aplasia/Hypoplasia of the nipples (HP:0006709)	2	0.83708	2.3892578964973477	0.20621793782062178
HPO: Pointed chin (HP:0000307)	2	0.96013	2.083051253476092	0.2092779072209278
HPO: Syncope (HP:0001279)	2	0.85486	2.3395643731137263	0.2113678863211368
HPO: Abnormality of the labia (HP:0000058)	2	0.86167	2.3210741931365835	0.21311786882131178
HPO: Intellectual disability, profound (HP:0002187)	2	0.87895	2.2754422890949426	0.21845781542184578
HPO: Aplasia/Hypoplasia of the sacrum (HP:0008517)	1	0.25829	3.8716171744937857	0.23164768352316475
HPO: Stomatitis (HP:0010280)	1	0.25823	3.8725167486349377	0.23209767902320977
HPO: Gingival overgrowth (HP:0000212)	3	1.72412	1.7400180961882004	0.23225767742322576
HPO: J-shaped sella turcica (HP:0002680)	1	0.25993	3.8471896279767632	0.23252767472325278
HPO: Adducted thumb (HP:0001181)	2	1.01184	1.9765970904490828	0.23353766462335376
HPO: Neonatal hypoglycemia (HP:0001998)	1	0.25977	3.849559225468684	0.23370766292337078
HPO: Postnatal microcephaly (HP:0005484)	2	0.9185	2.1774632553075666	0.23410765892341076
HPO: Congenital stationary night blindness (HP:0007642)	1	0.26207	3.815774411416797	0.23509764902350977
HPO: Abnormality of the pericardium (HP:0001697)	2	0.93485	2.1393806493020273	0.24036759632403676
HPO: Hypsarrhythmia (HP:0002521)	2	0.94889	2.1077258691734553	0.24679753202467974
HPO: Short 4th metacarpal (HP:0010044)	1	0.27818	3.594794737220505	0.24786752132478676
HPO: Aplasia/Hypoplasia of the 4th metacarpal (HP:0010042)	1	0.27818	3.594794737220505	0.24786752132478676
HPO: Ependymoma (HP:0002888)	1	0.29769	3.3591991669186063	0.24789752102478976
HPO: Myopathic facies (HP:0002058)	1	0.28022	3.5686246520590963	0.24889751102488974
HPO: Neoplasm of the heart (HP:0100544)	1	0.28058	3.5640459049112554	0.24908750912490876
HPO: Pulmonary hypoplasia (HP:0002089)	3	1.72932	1.734785927416557	0.24941750582494174
HPO: Thoracolumbar scoliosis (HP:0002944)	1	0.28292	3.5345680757811393	0.2507474925250747
HPO: Full cheeks (HP:0000293)	3	1.73711	1.7270063496266788	0.25103748962510375
HPO: Abnormality of oral frenula (HP:0000190)	1	0.28399	3.5212507482657838	0.25213747862521374
HPO: Long philtrum (HP:0000343)	7	5.07983	1.3779988700409265	0.2525774742252577
HPO: Wide anterior fontanel (HP:0000260)	2	0.97202	2.0575708318758874	0.25322746772532273
HPO: Intestinal malrotation (HP:0002566)	3	1.7878	1.678040049222508	0.25563744362556373
HPO: Attention deficit hyperactivity disorder (HP:0007018)	3	1.87658	1.5986528685161305	0.26014739852601476
HPO: Hypothermia (HP:0002045)	1	0.29555	3.383522246658772	0.2609373906260937
HPO: Centrally nucleated skeletal muscle fibers (HP:0003687)	1	0.29759	3.3603279680096776	0.26237737622623775
HPO: Ureteral duplication (HP:0000073)	1	0.29834	3.351880404907153	0.26310736892631076
HPO: Hypoplasia of the capital femoral epiphysis (HP:0003090)	1	0.30026	3.3304469459801505	0.26399736002639973
HPO: Calcaneovalgus deformity (HP:0001848)	1	0.33962	2.9444673458571344	0.2644373556264437
HPO: Thin upper lip vermilion (HP:0000219)	3	1.80824	1.6590718046277042	0.27144728552714475
HPO: EEG with generalized epileptiform discharges (HP:0011198)	2	1.02698	1.9474575941108883	0.2744972550274497
HPO: Primitive reflexes (palmomental, snout, glabellar) (HP:0002476)	1	0.31569	3.1676644809781744	0.2759272407275927
HPO: Fused cervical vertebrae (HP:0002949)	1	0.318	3.144654088050314	0.2770872291277087
HPO: Mesomelia (HP:0003027)	1	0.31595	3.165057762304162	0.2771072289277107
HPO: Anteriorly placed anus (HP:0001545)	1	0.31646	3.1599570245844655	0.27775722242777573
HPO: Parkinsonism with favorable response to dopaminergic medication (HP:0002548)	1	0.31944	3.130478337089907	0.27789722102778974
HPO: Abnormality of the distal phalanges of the toes (HP:0010182)	1	0.31805	3.1441597233139444	0.27790722092779074
HPO: Resting tremor (HP:0002322)	1	0.3185	3.1397174254317113	0.2781772182278177
HPO: Abnormality of nail color (HP:0100643)	1	0.39826	2.510922512931251	0.2783072169278307
HPO: Renal hypoplasia (HP:0000089)	2	1.03706	1.9285287254353651	0.27851721482785174
HPO: Large for gestational age (HP:0001520)	1	0.35931	2.7831120759232975	0.28025719742802574
HPO: Abnormal EKG (HP:0003115)	2	1.05383	1.8978393099456268	0.28434715652843473
HPO: Inguinal hernia (HP:0000023)	4	2.70859	1.4767831233224666	0.2854771452285477
HPO: Missing ribs (HP:0000921)	1	0.33591	2.9769878836593135	0.2918270817291827
HPO: Hematuria (HP:0000790)	3	1.88051	1.59531191006695	0.2920370796292037
HPO: Neonatal respiratory distress (HP:0002643)	1	0.33865	2.9529012254540086	0.2925170748292517
HPO: Long clavicles (HP:0000890)	1	0.33887	2.950984153215097	0.2930670693293067
HPO: Shoulder girdle muscle weakness (HP:0003547)	1	0.34063	2.93573672313067	0.2930870691293087
HPO: Type II lissencephaly (HP:0007260)	1	0.33928	2.9474180617778822	0.2933770662293377
HPO: Anterior segment dysgenesis (HP:0007700)	1	0.33977	2.943167436795479	0.2934070659293407
HPO: Agammaglobulinemia (HP:0004432)	1	0.3408	2.9342723004694835	0.2937370626293737
HPO: Prolonged neonatal jaundice (HP:0006579)	1	0.34109	2.9317775367205137	0.29394706052939473
HPO: Abnormality of the columella (HP:0009929)	1	0.36109	2.769392672186989	0.2940570594294057
HPO: Deformed tarsal bones (HP:0008119)	1	0.37991	2.6322023637177225	0.2941970580294197
HPO: Macroglossia (HP:0000158)	2	1.08261	1.8473873324650611	0.29449705502944973
HPO: Epileptiform EEG discharges (HP:0011182)	2	1.08669	1.8404512786535259	0.2955970440295597
HPO: Retinal dysplasia (HP:0007973)	1	0.34176	2.9260299625468162	0.2959070409295907
HPO: Partial agenesis of the corpus callosum (HP:0001338)	1	0.34287	2.9165572957680754	0.2966670333296667
HPO: Elbow flexion contracture (HP:0002987)	2	1.09695	1.823237157573271	0.3009969900300997
HPO: Protruding ear (HP:0000411)	2	1.1098	1.8021265092809517	0.30525694743052567
HPO: Myokymia (HP:0002411)	1	0.3586	2.7886224205242613	0.3067969320306797
HPO: Pelvic girdle muscle weakness (HP:0003749)	1	0.35951	2.781563795165642	0.3069769302306977
HPO: Papillary thyroid carcinoma (HP:0002895)	1	0.35793	2.7938423714134046	0.3071969280307197
HPO: Hamartoma of the eye (HP:0010568)	1	0.35874	2.787534147293304	0.3073869261307387
HPO: Seborrheic dermatitis (HP:0001051)	1	0.52137	1.9180236684120682	0.3080869191308087
HPO: Intestinal atresia (HP:0011100)	1	0.35897	2.7857481126556536	0.3093169068309317
HPO: Prominent occiput (HP:0000269)	2	1.13688	1.759200619238618	0.3144468555314447
HPO: Benign neoplasm of the central nervous system (HP:0100835)	2	1.13494	1.762207693798791	0.3144668553314467
HPO: Abnormal cortical bone morphology (HP:0003103)	2	1.13759	1.758102655614061	0.31660683393166067
HPO: Abnormality of T cells (HP:0002843)	2	1.15295	1.734680601934169	0.31902680973190267
HPO: Bell-shaped thorax (HP:0001591)	1	0.37522	2.665103139491498	0.3197768022319777
HPO: Abnormality of the hip-girdle musculature (HP:0001445)	1	0.37919	2.637200348110446	0.3204267957320427
HPO: Abnormality of the musculature of the pelvis (HP:0001469)	1	0.37919	2.637200348110446	0.3204267957320427
HPO: Aplasia/Hypoplasia of the capital femoral epiphysis (HP:0005003)	1	0.38045	2.6284662899198317	0.3208567914320857
HPO: Absent epiphyses (HP:0010577)	1	0.38045	2.6284662899198317	0.3208567914320857
HPO: Abnormality of the 4th metacarpal (HP:0010012)	1	0.37752	2.6488662852299214	0.3210967890321097
HPO: Abnormality of the right ventricle (HP:0001707)	1	0.37845	2.642356982428326	0.3214567854321457
HPO: Deep palmar crease (HP:0006191)	1	0.38058	2.6275684481580748	0.3215267847321527
HPO: Chorioretinal atrophy (HP:0000533)	1	0.3806	2.627430373095113	0.32242677573224265
HPO: Pigmentary retinal degeneration (HP:0001146)	1	0.38208	2.617252931323283	0.32302676973230265
HPO: Camptodactyly of finger (HP:0100490)	5	3.74945	1.3335289175745777	0.3240067599324007
HPO: Hypoventilation (HP:0002791)	1	0.44639	2.240193552722955	0.3247467525324747
HPO: Neuroepithelial neoplasm (HP:0030063)	2	1.17383	1.703824233492073	0.32776672233277665
HPO: Nervous tissue neoplasm (HP:0030060)	2	1.17383	1.703824233492073	0.32776672233277665
HPO: Neuroectodermal neoplasm (HP:0030061)	2	1.17383	1.703824233492073	0.32776672233277665
HPO: Abnormality of the pons (HP:0007361)	1	0.3967	2.5207965717166623	0.33379666203337965
HPO: Flared iliac wings (HP:0002869)	1	0.39786	2.5134469411350726	0.3341966580334197
HPO: Aplasia/Hypoplasia involving the vertebral column (HP:0008518)	2	1.18988	1.6808417655561905	0.33436665633343665
HPO: Type 2 muscle fiber atrophy (HP:0003554)	1	0.39875	2.5078369905956115	0.33509664903350966
HPO: Muscle fiber atrophy (HP:0100295)	1	0.39875	2.5078369905956115	0.33509664903350966
HPO: Abnormality of proline metabolism (HP:0010907)	1	0.39766	2.5147110596992404	0.3352266477335227
HPO: Hydroxyprolinuria (HP:0003080)	1	0.39766	2.5147110596992404	0.3352266477335227
HPO: Aplasia/Hypoplasia of the middle phalanx of the 5th finger (HP:0009161)	1	0.39913	2.5054493523413424	0.33617663823361765
HPO: Febrile seizures (HP:0002373)	1	0.47999	2.0833767370153544	0.33680663193368066
HPO: Decreased electroretinogram (ERG) amplitude (HP:0000654)	1	0.40281	2.4825600158883843	0.33752662473375267
HPO: Atelectasis (HP:0100750)	1	0.5263	1.9000570017100513	0.3377566224337757
HPO: Spastic tetraplegia (HP:0002510)	2	1.2152	1.6458196181698486	0.34088659113408865
HPO: Astrocytoma (HP:0009592)	1	0.43678	2.2894821191446493	0.34748652513474865
HPO: Abnormality of the astrocytes (HP:0100707)	1	0.43678	2.2894821191446493	0.34748652513474865
HPO: Increased variability in muscle fiber diameter (HP:0003557)	1	0.43807	2.2827402013376856	0.3477965220347797
HPO: Abnormality of polysaccharide metabolism (HP:0011012)	1	0.41782	2.39337513761907	0.34812651873481265
HPO: Mucopolysacchariduria (HP:0008155)	1	0.41782	2.39337513761907	0.34812651873481265
HPO: Urinary glycosaminoglycan excretion (HP:0003541)	1	0.41782	2.39337513761907	0.34812651873481265
HPO: Abnormality of mucopolysaccharide metabolism (HP:0011020)	1	0.41782	2.39337513761907	0.34812651873481265
HPO: Abnormality of glycosaminoglycan metabolism (HP:0004371)	1	0.41782	2.39337513761907	0.34812651873481265
HPO: Poor suck (HP:0002033)	1	0.41802	2.3922300368403424	0.34857651423485764
HPO: Sacral dimple (HP:0000960)	2	1.3479	1.4837895986349134	0.34917650823491764
HPO: Hip dysplasia (HP:0001385)	1	0.43761	2.2851397362948744	0.34928650713492865
HPO: Hypoplastic nipples (HP:0002557)	1	0.41918	2.385610000477122	0.34933650663493365
HPO: Abnormality of the calcaneus (HP:0008364)	1	0.45925	2.1774632553075666	0.34974650253497463
HPO: Hyperbilirubinemia (HP:0002904)	2	1.22653	1.630616454550643	0.3508164918350816
HPO: Abnormality of pyrimidine metabolism (HP:0004353)	1	0.41959	2.3832789151314375	0.3508364916350836
HPO: Low-set, posteriorly rotated ears (HP:0000368)	10	8.59096	1.164014266158846	0.35811641883581163
HPO: Azoospermia (HP:0000027)	1	0.43508	2.298427875333272	0.35945640543594565
HPO: Progressive cerebellar ataxia (HP:0002073)	1	0.43512	2.2982165839308695	0.35956640433595666
HPO: Arteriovenous malformation (HP:0100026)	2	1.26024	1.5869993017203072	0.36001639983600164
HPO: Limb-girdle muscle atrophy (HP:0003797)	1	0.43535	2.2970024118525325	0.36046639533604663
HPO: Medulloblastoma (HP:0002885)	1	0.45705	2.1879444262115744	0.36105638943610563
HPO: Deformed sella turcica (HP:0002681)	1	0.43906	2.2775930396756707	0.36181638183618164
HPO: Short 5th finger (HP:0009237)	1	0.43989	2.273295596626429	0.3627563724362756
HPO: Short philtrum (HP:0000322)	3	2.146	1.3979496738117427	0.36292637073629264
HPO: Aplasia/Hypoplasia of the phalanges of the 5th finger (HP:0009376)	1	0.43953	2.27515755466066	0.36380636193638066
HPO: Split hand (HP:0001171)	2	1.27577	1.5676806947960837	0.36479635203647964
HPO: T lymphocytopenia (HP:0005403)	1	0.49358	2.0260140200170182	0.37023629763702365
HPO: Adenoma sebaceum (HP:0009720)	1	0.4956	2.017756255044391	0.37254627453725464
HPO: Angiofibromas (HP:0010615)	1	0.4956	2.017756255044391	0.37254627453725464
HPO: Atresia of the external auditory canal (HP:0000413)	2	1.29838	1.5403810902817356	0.37313626863731364
HPO: Aplasia/Hypoplasia of the phalanges of the toes (HP:0010173)	1	0.45777	2.1845031347619983	0.37382626173738265
HPO: Vertebral clefting (HP:0008428)	1	0.45899	2.1786967036318874	0.37480625193748063
HPO: Neonatal death (HP:0003811)	1	0.45868	2.1801691811284556	0.37556624433755664
HPO: Reticulocytosis (HP:0001923)	1	0.50162	1.9935409273952396	0.3757162428375716
HPO: Orthostatic hypotension (HP:0001278)	1	0.45793	2.1837398729063393	0.37618623813761864
HPO: Low posterior hairline (HP:0002162)	2	1.34074	1.4917135313334426	0.3836461635383646
HPO: Abnormality of skeletal muscle fiber size (HP:0012084)	1	0.51589	1.9383977204442808	0.38500614993850063
HPO: Increased serum ferritin (HP:0003281)	1	0.47537	2.103624545091192	0.3851461485385146
HPO: Hyperglycemia (HP:0003074)	1	0.51611	1.9375714479471433	0.3867261327386726
HPO: Neoplasm of the tracheobronchial system (HP:0100552)	1	0.47827	2.0908691743157632	0.3871261287387126
HPO: Hemiparesis (HP:0001269)	1	0.47742	2.0945917640651834	0.38748612513874864
HPO: Hypoplastic labia majora (HP:0000059)	1	0.479	2.0876826722338206	0.3876061239387606
HPO: Bifid tongue (HP:0010297)	1	0.47865	2.0892092343048154	0.3878761212387876
HPO: High pitched voice (HP:0001620)	1	0.48249	2.072581815167154	0.38860611393886063
HPO: Aplasia/Hypoplasia of the 5th finger (HP:0006262)	1	0.48	2.0833333333333335	0.38867611323886764
HPO: Tented upper lip vermilion (HP:0010804)	1	0.47747	2.094372421303956	0.3887861121388786
HPO: Abnormality of the middle phalanx of the 5th finger (HP:0004219)	1	0.47952	2.0854187520854186	0.3893161068389316
HPO: Short clavicles (HP:0000894)	1	0.49502	2.020120399175791	0.3968760312396876
HPO: Rhabdomyosarcoma (HP:0002859)	1	0.51454	1.9434834998250865	0.3988760112398876
HPO: Mask-like facies (HP:0000298)	1	0.51909	1.9264482074399427	0.3990360096399036
HPO: Thyroid carcinoma (HP:0002890)	1	0.53807	1.8584942479603024	0.3993660063399366
HPO: Epiphyseal dysplasia (HP:0002656)	1	0.49867	2.0053341889425873	0.3997160028399716
HPO: Athetosis (HP:0002305)	1	0.4976	2.009646302250804	0.4002959970400296
HPO: Broad ribs (HP:0000885)	1	0.50002	1.9999200031998718	0.4005259947400526
HPO: Impaired vibration sensation in the lower limbs (HP:0002166)	1	0.49894	2.004249007896741	0.4007559924400756
HPO: Waddling gait (HP:0002515)	2	1.37427	1.4553180961528664	0.4024959750402496
HPO: Deeply set eye (HP:0000490)	3	2.31011	1.2986394587270738	0.4058559414405856
HPO: Talipes equinovarus (HP:0001762)	5	4.20994	1.1876653824045	0.4104858951410486
HPO: Hepatocellular necrosis (HP:0001404)	1	0.51716	1.9336375589759458	0.4120758792412076
HPO: Flat occiput (HP:0005469)	1	0.51857	1.9283799679888927	0.4121258787412126
HPO: Dysostosis multiplex (HP:0000943)	1	0.51921	1.9260029660445679	0.4123258767412326
HPO: Abnormality of monocarboxylic acid metabolism (HP:0010996)	1	0.51825	1.929570670525808	0.41237587624123756
HPO: Skin nodule (HP:0200036)	1	0.51659	1.9357711144234306	0.4126958730412696
HPO: Abnormality of the phalanges of the 5th finger (HP:0004213)	1	0.51992	1.9233728265887058	0.41486585134148657
HPO: Polyhydramnios (HP:0001561)	4	3.29961	1.2122644797415452	0.41840581594184056
HPO: Abnormality of T cell number (HP:0011839)	1	0.5739	1.7424638438752398	0.42023579764202357
HPO: Short humerus (HP:0005792)	1	0.53285	1.8767007600638077	0.4205257947420526
HPO: Aplasia/hypoplasia of the humerus (HP:0006507)	1	0.53285	1.8767007600638077	0.4205257947420526
HPO: Cortical visual impairment (HP:0100704)	1	0.53373	1.8736065051617858	0.4215857841421586
HPO: Episodic fever (HP:0001954)	1	0.53745	1.8606381989022236	0.4224057759422406
HPO: Glioma (HP:0009733)	1	0.5558	1.7992083483267363	0.42315576844231556
HPO: Visceral angiomatosis (HP:0100761)	1	0.53765	1.8599460615642147	0.4241657583424166
HPO: Disproportionate short-trunk short stature (HP:0003521)	1	0.53622	1.8649061952183803	0.42425575744242555
HPO: Postural instability (HP:0002172)	1	0.54058	1.8498649598579306	0.42484575154248455
HPO: Abnormal platelet function (HP:0011869)	1	0.57869	1.7280409200089857	0.42487575124248755
HPO: Impaired platelet aggregation (HP:0003540)	1	0.57869	1.7280409200089857	0.42487575124248755
HPO: Hypoplasia of the corpus callosum (HP:0002079)	4	3.36029	1.1903734499105731	0.43259567404325955
HPO: Bulbar palsy (HP:0001283)	1	0.55388	1.8054452227919404	0.43274567254327456
HPO: Fatigable weakness (HP:0003473)	1	0.55504	1.801671951571058	0.4336556634433656
HPO: Abnormality of the neuromuscular junction (HP:0003398)	1	0.55504	1.801671951571058	0.4336556634433656
HPO: Specific learning disability (HP:0001328)	2	1.47489	1.3560333312992834	0.43396566034339656
HPO: Confusion (HP:0001289)	1	0.5548	1.8024513338139871	0.4341956580434196
HPO: Absent septum pellucidum (HP:0001331)	1	0.55715	1.7948487839899487	0.4358956410435896
HPO: Hypoplastic iliac wings (HP:0002866)	1	0.55933	1.7878533245132568	0.4359856401435986
HPO: Wide mouth (HP:0000154)	3	2.56635	1.168975393067976	0.4407455925440746
HPO: Underdeveloped supraorbital ridges (HP:0009891)	2	1.48825	1.3438602385351923	0.44296557034429657
HPO: Aplasia/Hypoplasia of the clavicles (HP:0006710)	1	0.57496	1.7392514261861693	0.44465555344446556
HPO: Hypoplasia of the odontoid process (HP:0003311)	1	0.57637	1.734996616756597	0.44624553754462454
HPO: Gastrointestinal atresia (HP:0002589)	1	0.57583	1.7366236562874462	0.44636553634463655
HPO: Abnormality of the sella turcica (HP:0002679)	1	0.58019	1.723573312190834	0.44644553554464456
HPO: Coxa valga (HP:0002673)	1	0.59858	1.6706204684419794	0.4467155328446715
HPO: Gingivitis (HP:0000230)	1	0.58209	1.7179473964507206	0.44871551284487154
HPO: Aplasia/Hypoplasia of the uvula (HP:0010293)	1	0.60113	1.6635336782393157	0.44892551074489256
HPO: Epileptic encephalopathy (HP:0200134)	1	0.58003	1.7240487560988222	0.44987550124498754
HPO: Myelodysplasia (HP:0002863)	2	1.51589	1.3193569454248	0.4502754972450275
HPO: Round face (HP:0000311)	2	1.53877	1.299739402249849	0.4539054609453905
HPO: Weak cry (HP:0001612)	1	0.59768	1.6731361263552402	0.45736542634573657
HPO: Aplasia/Hypoplasia of the scapulae (HP:0006713)	1	0.59589	1.6781620768933863	0.45787542124578756
HPO: Hypoplastic scapulae (HP:0000882)	1	0.59589	1.6781620768933863	0.45787542124578756
HPO: Abnormal spermatogenesis (HP:0008669)	1	0.59645	1.6765864699471875	0.45793542064579357
HPO: Abnormality of chromosome segregation (HP:0002916)	1	0.5977	1.6730801405387319	0.45813541864581353
HPO: Abnormality of glutamine family amino acid metabolism (HP:0010902)	1	0.59649	1.6764740397994937	0.45840541594584056
HPO: Hemangiomatosis (HP:0007461)	1	0.59633	1.6769238508879312	0.45841541584584156
HPO: Nephritis (HP:0000123)	1	0.67969	1.4712589562888965	0.45954540454595455
HPO: Type I diabetes mellitus (HP:0100651)	1	0.60025	1.665972511453561	0.4598454015459845
HPO: Metaphyseal irregularity (HP:0003025)	1	0.64051	1.5612558742252267	0.46005539944600554
HPO: Labial hypoplasia (HP:0000066)	1	0.6003	1.665833749791771	0.4604553954460455
HPO: Focal seizures (HP:0007359)	1	0.76028	1.3153048876729627	0.46088539114608856
HPO: Depressed nasal bridge (HP:0005280)	8	7.42015	1.0781453205123885	0.46089539104608956
HPO: Epistaxis (HP:0000421)	2	1.61828	1.235880070197988	0.46198538014619855
HPO: Osteopenia (HP:0000938)	3	2.52894	1.1862677643597712	0.4627653723462765
HPO: Abnormality of iron homeostasis (HP:0011031)	1	0.61445	1.6274717226788182	0.46553534464655355
HPO: Papilloma (HP:0012740)	1	0.67446	1.4826676155739407	0.46719532804671954
HPO: Verrucae (HP:0200043)	1	0.67446	1.4826676155739407	0.46719532804671954
HPO: Exostoses (HP:0100777)	1	0.67642	1.4783714260370775	0.46801531984680156
HPO: Camptodactyly of toe (HP:0001836)	1	0.63717	1.5694398669114993	0.4681753182468175
HPO: Abnormality of the septum pellucidum (HP:0007375)	1	0.61712	1.620430386310604	0.46909530904690955
HPO: Palpebral edema (HP:0100540)	1	0.61646	1.6221652661973203	0.46948530514694853
HPO: Death in infancy (HP:0001522)	2	1.60752	1.2441524833283566	0.4758852411475885
HPO: Easy fatigability (HP:0003388)	1	0.63539	1.5738365413368167	0.47735522644773554
HPO: Wide cranial sutures (HP:0010537)	1	0.63801	1.5673735521386813	0.4799752002479975
HPO: Megaloblastic anemia (HP:0001889)	1	0.63806	1.5672507287715889	0.48033519664803354
HPO: Preauricular pit (HP:0004467)	1	0.63528	1.5741090542752803	0.48089519104808953
